Psylocke,"Psylocke is a fictional character depicted in comic books published by Marvel Comics, most notably those comics featuring the superhero team the X-Men. The character has also appeared in licensed adaptations. Created by writer Chris Claremont and artist Herb Trimpe, she first appeared in the UK comic book Captain Britain #8, by the Marvel imprint Marvel UK. She was initially a supporting character in the adventures of her twin brother, Captain Britain, briefly substituting for him in the role.
Later, she became the mutant superheroine Psylocke. Originally presented as a precognitive in the pages of Captain Britain and then as a telepath, the character was eventually written as unexplainedly acquiring the telekinesis of Jean Grey. Psylocke later possesses both telepathy and telekinesis."
"Henry Pym","Dr. Henry Hank Pym is a fictional character that appears in publications by Marvel Comics. Created by editor and plotter Stan Lee, scripter Larry Lieber and penciler Jack Kirby, the character first appeared in Tales to Astonish #27. Pyms character, a scientist that debuted in a standalone science-fiction anthology story, returned several issues later as the superhero Ant-Man, with the power to shrink to the size of an insect. Pym is eventually given a crime-fighting partner, Janet van Dyne and goes on to assume other superhero identities, including the size-changing Giant-Man and Goliath; the insect-themed Yellowjacket; and briefly the Wasp.
Debuting in the Silver Age of Comic Books, the character of Henry Pym has featured in other Marvel-endorsed products such as animated films; arcade and video games; television series and merchandise such as action figures and trading cards."
Bizarro,"Bizarro is a fictional character who appears in comic books published by DC Comics. The character was created by writer Otto Binder and artist George Papp as a mirror image of Superman and first appeared in Superboy #68. Since then, various iterations of Bizarro have appeared in which he is often, but not always, portrayed as an antagonist to Superman.
Debuting in the Silver Age of Comic Books, the character has appeared in both comic books and graphic novels, and other DC Comics-related products such as animated and live-action television series, trading cards, toys, and video games.
Bizarro was Ranked #25 on IGNs List of 100 Top Comic Book Villains."
Nakayoshi,"Nakayoshi is a monthly shōjo manga magazine published by Kodansha in Japan. First published in December 1954, it is a long-running magazine with over 50 years worth of manga publication history. The target demographic for Nakayoshi is aimed at young girls between. Roughly the size of a phone book, it generally comes with furoku, or small gifts, such as popout figures, games, small bags, posters, stickers, and so on. The furoku is an attempt to encourage girls to buy their own copies of the magazine rather than just share with a friend. In the mid-1990s, Nakayoshi retailed for 400 yen and had an average of 448 pages. The estimated circulation of Nakayoshi at this time was 1,800,000. In 2007, its circulation was 400,000.
During the 1990s, then editor-in-chief, Yoshio Irie attempted to move the magazine away from first love stories and introduced several fantasy manga such as Sailor Moon. During that period, Nakayoshi pursued a media-mix campaign, which involved close coordination of the magazine, anime productions based on the manga, and character merchandising."
"Cheshire Cat","The Cheshire Cat is a fictional cat popularised by Lewis Carrolls depiction of it in Alices Adventures in Wonderland and known for its distinctive mischievous grin."
"Howard the Duck","Howard the Duck is a comic book character in the Marvel Comics universe created by writer Steve Gerber and artist Val Mayerik. The character first appeared in Adventure into Fear #19 and several subsequent series have chronicled the misadventures of the ill-tempered, anthropomorphic, funny animal trapped on human-dominated Earth. Howards adventures are generally social satires, while a few are parodies of genre fiction with a metafictional awareness of the medium. The book is existentialist, and its main joke, according to Gerber, is that there is no joke: that lifes most serious moments and most incredibly dumb moments are often distinguishable only by a momentary point of view. This is diametrically opposed to screenwriter Gloria Katz, who in adapting the comic to the screen declared, Its a film about a duck from outer space... Its not supposed to be an existential experience."
"Tim Drake","Timothy Jackson Tim Drake is a fictional character, a superhero who appears in comic books published by DC Comics and in related media. The character was created by Marv Wolfman and Pat Broderick. From 1989 to 2009, he was known as Robin in the Batman comics, becoming the third character to take up the identity. Tim Drake made his first comic book appearance in Batman #436 in a flashback as a child who was in the audience when Dick Graysons parents fell to their deaths. Following the events in Batman: Battle for the Cowl, Drake has taken up the identity of Red Robin.
According to writer Scott Lobdell, after the continuity changes after the DC Comics relaunch, it was said that Tim Drake never took up the Robin mantle officially, but rather was Batmans sidekick under the name Red Robin. This goes against his own stories as well as stories by Scott Snyder and Peter J. Tomasi, which all make references to Tim Drakes time as Robin. The first trade paperback of the New 52 Teen Titans series alters the issue to remove the reference to Tim as Robin, but the Batman collection contains no alteration.
In 2011, Tim Drake was ranked 32nd in IGNs Top 100 Comic Book Heroes."
"Gwen Stacy","Gwen Maxine Stacy is a fictional comic character who appears in books published by Marvel Comics, usually as a supporting character in those featuring Spider-Man. Created by writer Stan Lee and artist Steve Ditko, she first appeared in The Amazing Spider-Man #31.
A college student, Gwen was originally the first true love of Peter Parker before he developed deep feelings for her friend and rival, Mary Jane Watson. The Green Goblin caused Spider-Man to accidentally kill Gwen in The Amazing Spider-Man #121. Both the decision to kill Gwen and the method in which Marvel implemented it remain controversial among fans, but the death became a pivotal point in both Spider-Man’s history and in American comic books in general. Many point to Gwens death as the end of the Silver Age of Comics. Spider-Man writers and fans disagree about who is the character’s one true love: Gwen or his subsequent love interest, Mary Jane. The character was ranked 89th in Comics Buyers Guides 100 Sexiest Women in Comics list.
Bryce Dallas Howard appeared as the character in the 2007 film Spider-Man 3. Emma Stone portrays Gwen as Peter Parkers friend and love interest in the reboot film The Amazing Spider-Man."
"John Carter of Mars","John Carter is a fictional character, created by Edgar Rice Burroughs, who appears in Burroughs Barsoom novels. Although he is actually a Virginian from Earth and only a visitor to Mars, he is sometimes known as John Carter of Mars, in reference to the setting in which his major deeds are recorded. His character is enduring, having appeared in various media since his 1912 debut in a magazine serial. The 2012 Disney-made feature film John Carter marks one century of the characters first appearance."
"Red Skull","The Red Skull is a fictional character who appears in comic books published by Marvel Comics. He is the archenemy of the superhero Captain America, and is portrayed as a Nazi agent. Created by Joe Simon, Jack Kirby and France Herron, the concept of the Red Skull first appeared in Captain America Comics #1 in March 1941, with the character of Johann Schmidt first appearing in Captain America Comics #7 in October 1941. He has appeared as a recurring enemy of Captain America in various ongoing series, limited series and alternate reality series in the years since.
The character has been adapted to a variety of other media platforms, including animated television series, video games, and live-action feature films. He was portrayed by actor Hugo Weaving in the 2011 film Captain America: The First Avenger.
The Red Skull was ranked number 21 on Wizard Magazines Top 100 Greatest Villains Ever list and was also ranked as IGNs 14th Greatest Comic Book Villain of All Time."
"Dr. Eggman","Doctor Ivo Robotnik, also known by his alias Doctor Eggman, is a video game character and the main antagonist of the Sonic the Hedgehog series created by Sega. He is a rotund mad scientist with an IQ of 300, who plans to conquer the world in order to build his Eggman Empire, and is the archenemy of Sonic the Hedgehog. His original character designer was Naoto Ōshima, and while he has gone through several major and minor appearance changes throughout the series, his in-game designs retain several basic characteristics, such as his egg-shaped body, red-black-yellow clothing, pince-nez sunglasses, and large mustache. He has appeared in almost every Sonic the Hedgehog video game since his first appearance in the 1991 title Sonic the Hedgehog, and is also a prominent character in other Sonic media, including comics, novels, animated TV series, and an original video animation."
Zatanna,"Zatanna Zatara is a fictional character in the DC Comics universe. Created by writer Gardner Fox and artist Murphy Anderson, Zatanna first appeared in Hawkman vol. 1 #4. The character, both a stage magician and a real magician like her father Giovanni John Zatara, is known for her involvement with the Justice League, her retconned childhood association with Batman, and her crossing of the Vertigo line with characters such as romantic partner John Constantine and protégé Timothy Hunter. She was ranked fourth in Comics Buyers Guides 100 Sexiest Women in Comics list."
Sentinel,"Sentinels are a fictional variety of mutant-hunting robots, appearing in the Marvel Comics Universe. They are usually portrayed as antagonists to the X-Men. Created by Stan Lee and Jack Kirby, they first appeared in The X-Men #14.
According to Marvel canon, Sentinels are programmed to locate mutants and capture or kill them. Though several types of Sentinels have been introduced, the typical Sentinel is three stories tall, capable of flight, projects energy blasts, and can detect mutants.
The Sentinels have been featured in several X-Men video games, and played a large role in the 1990s X-Men animated series. Additionally, a simulated version made a brief appearance in the beginning of the 2006 film, X-Men: The Last Stand. In 2009, the Sentinels were ranked by IGN as the 38th Greatest Comic Book Villain of All Time."
Gohan,"Gohan, known as Son Gohan in the Japanese version, is a character from the Dragon Ball series created by Akira Toriyama as a protagonist for the media franchise, which consists of a series of manga, anime, soundtracks, movies, television specials, video games, and other collectibles. Gohan is introduced as the first son of the primary protagonist, Goku, and his wife, Chi-Chi, in volume #17 of the original manga, or the premiere episode of its animated adaptation, Dragon Ball Z. Gohan is the first Saiyan/Human hybrid in the series."
"Dr. Curt Connors","The Lizard, a.k.a. Curt Connors is a fictional character, a supervillain in the Marvel Comics Universe. He is an enemy of Spider-Man. The Lizard first appeared in The Amazing Spider-Man #6, and was created by Stan Lee and Steve Ditko. In 2009, the Lizard was named IGNs 62nd Greatest Comic Villain of All Time.
In the stories, Curt Connors was a genetic biologist who researched the ability of certain reptiles to regrow missing limbs, partially to find a way to regrow his own missing arm. After a test on himself, he transforms into a violent lizard monster. Though able to revert to his human form, he suffers occasional fits of his alter ego breaking free.
Connors was played by Dylan Baker in Spider-Man 2 and Spider-Man 3. Rhys Ifans portrays Dr. Curtis Connors and his Lizard alter ego as the main antagonist in the 2012 film The Amazing Spider-Man."
"Barbara Gordon","Barbara Gordon is a fictional character, a superheroine appearing in comic books published by DC Comics and in related media. The character was created by Gardner Fox and Carmine Infantino. At the request of the producers of the 1960s Batman television series, DC editor Julius Schwartz called for a new female counterpart to the superhero Batman that could be introduced into publication and the third season of the show simultaneously. The character subsequently made her first comic book appearance as Batgirl in Detective Comics No. 359 titled, The Million Dollar Debut of Batgirl! by writer Gardner Fox and artist Carmine Infantino. Written as the daughter of Gotham City police commissioner James Gordon, her civilian identity is given a doctorate in library science and she is employed as head of Gotham City Public Library, as well as later being elected to the United States Congress.
In addition to appearing in other DC publications, she receives her first starring role in Batman Family which debuted in 1975, partnered with the original Robin, Dick Grayson. In 1988, following the editorial retirement of the characters Batgirl persona in Barbara Kesels Batgirl Special No. 1, Alan Moores graphic novel Batman: The Killing Joke depicts the Joker shooting her through the spinal cord in her civilian identity, resulting in paraplegia. In subsequent stories, editor Kim Yale and writer John Ostrander establish the character as a computer expert and information broker known as Oracle. Providing intelligence and computer hacking services to assist other superheroes, she makes her first appearance as Oracle in Suicide Squad No. 23. She is featured in the one-shot comic Black Canary/Oracle: Birds of Prey written by Chuck Dixon, which later became the monthly title Birds of Prey starring both characters. The series depicts her as a great intellect uninhibited by her paralysis, skilled in the martial art of eskrima. Employing Black Canary as her partner and field agent, Oracle later operates as the leader of a full team of female crimefighters who engage in global espionage missions, under writer Gail Simone. In 2011, following a company wide relaunch of all DC Comics titles, the characters mobility is restored and she is given a starring role in the eponymous Batgirl monthly comic, as well as Birds of Prey, as part of The New 52."
"Sailor Moon","Sailor Moon is a fictional character in the Sailor Moon media franchise, appearing as the protagonist and titular character. Her civilian name, Usagi Tsukino, becomes Serena Tsukino in the English-language versions. A carefree schoolgirl, she can transform herself into the de facto leader of the series primary heroines, the Sailor Senshi.
Due to the series widespread popularity in many countries and to her distinctive and oft-copied odango hairstyle, she has become one of the most immediately recognizable and iconic anime characters worldwide. No other character appears in all 200 episodes of the anime, and Usagi is present in all 52 acts of the manga as well as all 51 acts of the live-action series.
Serena, Usagis given name in the English-language versions of the series, derives from the name Serenity which means moon, the name Usagi went by in her past life. In the English manga she is mostly called by the nickname Bunny, which is the literal meaning of usagi. Her boyfriend for most of the series, Mamoru Chiba, calls her by the affectionate nickname Usako."
"Clark Kent","Clark Kent is an American fictional character created by Jerry Siegel and Joe Shuster. Appearing regularly in stories published by DC Comics, he debuted in Action Comics #1 and serves as the civilian and secret identity of the superhero Superman.
Over the decades there has been considerable debate as to which personality the character identifies with most. From his first introduction in 1938 to the mid-1980s, Clark Kent was seen mostly as a disguise for Superman, enabling him to mix with ordinary people. This was the view in most comics and other media such as TV and radio. In 1986, during John Byrnes revamping of the character, the emphasis was on Superman being the manufactured persona of Clark Kent, the side of the character he most identifies with. Different takes persist in the present."
"Mister Fantastic","Mister Fantastic is a fictional character, a superhero that appears in comic books published by Marvel Comics. He is a founding member of the Fantastic Four. Richards possesses a mastery of mechanical, aerospace and electrical engineering, chemistry, all levels of physics, and human and alien biology. BusinessWeek listed Mr. Fantastic as one of the top ten most intelligent fictional characters in American comics. He is the inventor of the spacecraft which was bombarded by cosmic radiation on its maiden voyage, granting the Fantastic Four their powers. Richards gained the ability to stretch his body into any shape he desires.
Richards acts as the leader and father figure of the Fantastic Four, although in recent years he has increasingly been portrayed as being cold and distant towards his teammates due to his scientific, methodical nature. This is particularly true with his best friend, Ben Grimm, who partially blames Richards for his transformation into a large, rocky creature called the Thing. Whenever Richards is confronted with a challenge, his attention can be so focused that he can neglect even his own family. Regardless, he is the loving husband of Susan Storm, father of son Franklin Richards and daughter Valeria Richards, and mentor of his brother-in-law, Johnny Storm."
Superboy-Prime,"Superboy-Prime, also known as Superman-Prime, or simply Prime, is a DC Comics superhero turned supervillain, and one of several alternate Supermen. The character first appeared in DC Comics Presents #87, and was created by Elliot S! Maggin and Curt Swan.
Superboy-Prime is from a parallel Earth called Earth-Prime that had no super-heroes. There, Superman and the other comic superheroes were fictional characters only seen in comic books. The Earth-Prime universe was erased during the Crisis on Infinite Earths, and Superboy Prime ended up in a paradise dimension where during that time, he found himself unable to let go of his former life and his destiny as Earths greatest hero.
Over time, his convictions and morals became warped and as such, Prime still harbors a strong belief that becoming Superman is his calling despite the fact that he has become a psychotic and very dangerous villain who is one of the most dangerous villains that Superman and the rest of the superheroes have ever encountered due to Primes sheer ruthlessness and thirst for destruction as he seeks to pursue his destiny."
Superboy,"Superboy is the name of several fictional characters that have been published by DC Comics, most of them youthful incarnations of Superman. These characters have also been the main characters of four ongoing Superboy comic book series published by DC.
The first, and arguably best-known, Superboy was simply Superman as a boy, acting as a superhero in Smallville, where Kal-El lives under his secret identity, Clark Kent. The character was featured in several series from the 1940s until the 1980s, with long runs appearing in Adventure Comics and two eponymous series, Superboy and The New Adventures of Superboy. He developed a mythos and supporting cast of his own, including foster parents Ma and Pa Kent, love interest Lana Lang, and time traveling allies the Legion of Super-Heroes.
When DC Comics rewrote much of its continuity in 1986, Supermans history was changed so that he never took a costumed identity until adulthood, erasing Superboy from the canonical history of Superman, although many aspects of the backstory created in Superboy comics, such as Clarks friendship with Lana Lang, remained. In the last few years, some additional features of Superboys history, such as his tenure in the Legion, have also been reintroduced into the story of Supermans youth."
"Alfred Pennyworth","Alfred Pennyworth is a fictional character who appears throughout the DC Universe. The character first appears in Batman #16, and was created by writer Bob Kane and artist Jerry Robinson. Alfred serves as Bruce Wayne’s tireless valet, assistant, butler, confidant, and surrogate father figure. In modern interpretations, this has gone to the point where Alfred was Bruces legal guardian following the death of his parents. He has sometimes been called Batmans batman. Alfred also provides comic relief, as his sometimes sarcastic and cynical attitude often adds humor to dialogue occurring between himself and Batman. Alfred is a vital part of the Batman mythos, and appears in most other media adaptations of the character.
The character has been consistently popular over the years, having received a nomination for the R.A.C. Squiddy Award for Favorite Supporting Character in 1994 and for Best Character in 2001. Alfred was also nominated for the Wizard Fan Award for Favorite Supporting Male Character in 1994.
In non-comics media, the character has been portrayed by noted actors Alan Napier, Michael Gough, Efrem Zimbalist, Jr., Ian Abercrombie, and Sir Michael Caine."
"Dean Winchester","Dean Winchester is a fictional character and one of the two protagonists of The CW Television Networks Supernatural. He is portrayed by Jensen Ackles. Dean hunts demons, spirits and other supernatural creatures with his younger brother Sam and is occasionally assisted by his close friend Castiel, an angel who joins them in season four."
Havok,"Havok is a fictional character, a mutant superhero in the Marvel Comics Universe and member of the X-Men. He first appears in Uncanny X-Men No.54, and was created by Arnold Drake, Don Heck and Neal Adams. Havok generates powerful “plasma blasts”, an ability he has had difficulty controlling. He is the son of Corsair, the younger brother of the X-Mens Cyclops, and the older brother of Vulcan. He often resents Cyclops authoritative attitude and reputation as a model X-Man.
In contrast, Havok and his longtime love interest Polaris have had a love/hate relationship with the team, often finding themselves roped into it. Both were also members of the 1990s-era Pentagon-sponsored mutant team X-Factor. After X-Factor disbanded, Havok starred in Mutant X, a series in which he explored a strange alternate reality. He has since returned to the X-Men, later taking over his fathers role as leader of the Starjammers to bring Vulcans reign over the Shiar to an end. Lucas Till played Havok, as a member of the X-Men, in 2011s superhero film X-Men: First Class."
Batwoman,"Batwoman is a fictional character, a superheroine who appears in comic books published by DC Comics. In all incarnations, Batwoman is a wealthy heiress who—inspired by the notorious superhero Batman—chooses, like him, to put her wealth and resources towards funding a war on crime in her home of Gotham City. The identity of Batwoman is shared by two heroines in mainstream DC publications; both women are named Katherine Kane, with the original Batwoman commonly referred to by her nickname Kathy and the modern incarnation going by the name Kate.
Batwoman was created by Bob Kane and Sheldon Moldoff with writer Edmond Hamilton under the direction of editor Jack Schiff, as part of an ongoing effort to expand Batmans cast of supporting characters. Batwoman began appearing in DC Comics stories beginning with Detective Comics #233, in which she was introduced as a love interest for Batman in order to combat the allegations of Batmans homosexuality arising from the controversial book Seduction of the Innocent. When Julius Schwartz became editor of the Batman-related comic books in 1964, he removed non-essential characters including Batwoman, Bat-Girl, Bat-Mite, and Bat-Hound. Later, the 1985 limited series Crisis on Infinite Earths retroactively established that Batwoman had never existed, though her alter ego Kathy Kane continued to be referred to occasionally."
"Sakura Haruno","Sakura Haruno is a fictional character in the Naruto manga and anime series created by Masashi Kishimoto. In the anime and manga, Sakura is a kunoichi affiliated with the village of Konohagakure, and part of Team 7, which consists of herself, Naruto Uzumaki, Sasuke Uchiha, and their sensei, Kakashi Hatake. Sakura initially has an infatuation for Sasuke, praising him at every juncture, and heaping scorn upon the less skilled Naruto. Over the course of the series, she begins to shed this singularly driven persona, and grows more appreciative and accepting of Naruto. Sakura has appeared in several pieces of Naruto media, including the four feature films in the series, all of the original video animations, and several video games.
Sakura has become the series female lead, although she was not immediately intended for the role. Kishimoto has had difficulty in drawing her, resulting in Kishimoto inadvertently emphasizing certain parts of her appearance, including her large forehead. Chie Nakamura voices the character in the animated adaptations of the series, while Kate Higgins plays her in the English dub.
Numerous anime and manga publications have praised and criticized Sakuras character. She was initially noted to be a stereotypical shōnen character, serving as a love interest for the protagonist, and served little purpose in the series initially beyond being comic relief. Her emergence from this stereotype as the series progressed, however, has been celebrated by reviewers. Amongst the Naruto reader base, Sakura has been popular, placing high in some polls. Several pieces of merchandise have been released in Sakuras likeness, including a plush doll and key chains."
"Adam Strange","Adam Strange is a fictional superhero published by DC Comics. Created by editor Julius Schwartz with a costume designed by Murphy Anderson, he first appeared in Showcase #17.
In May 2011, Adam Strange placed 97th on IGNs Top 100 Comic Book Heroes of All Time."
Flash,"The Flash is a fictional character, a superhero in the DC Comics universe. He is the second character known as the Flash. The character first appeared in Showcase #4, created by writers Robert Kanigher and John Broome and penciler Carmine Infantino. His name combines talk show hosts Barry Gray and Steve Allen. His death in 1985 removed the character from the regular DC lineup for 23 years. His return to regular comics occurred in 2008 within the pages of Grant Morrisons Final Crisis limited series."
Sinestro,"Thaal Sinestro is a fictional character, an alien supervillain / antihero in the DC Comics Universe. Created by John Broome and Gil Kane, Sinestro is the former mentor of Earths greatest lantern, Hal Jordan and the archnemesis of the entire Green Lantern Corps. Sinestro first appears in Green Lantern #7."
"Captain Britain","Captain Britain, briefly known as Britannic, is a fictional character, a superhero appearing in the comic books published by Marvel Comics. Created by Chris Claremont and Herb Trimpe, he first appeared in Captain Britain Weekly, #1. The character has been used in stories through the years by many people, most notably Chris Claremont, Alan Davis, and Alan Moore.
The character was initially intended to be a British equivalent of Captain America. Endowed with extraordinary powers by the legendary magician Merlyn and his daughter Roma, Captain Britain was assigned to uphold the laws of Britain."
Freeza,"Frieza, spelled as Freeza in the Japanese version, Freezer in French, Spanish, Portuguese and Italian version is a fictional character and the primary antagonist of the eponymous Frieza Saga from the Dragon Ball franchise created by Akira Toriyama, who first introduced the character in his manga Dragon Ball, followed by its anime adaptation Dragon Ball Z. Frieza also appears in the television special Bardock: The Father of Goku, two Dragon Ball Z movies, the side story The Plan to Eradicate the Saiyans, and in Dragon Ball GT.
Despite not appearing until the mangas second half, Frieza is widely considered to be the most iconic antagonist from the series, due to effectively serving as the catalyst of most of the events depicted in the story, such as Gokus arrival on Earth and the entire Saiyan and Namek Sagas. At the time of his introduction, he is revered as the most powerful being in the entire universe, though is later outclassed by future villains such as Cell and Majin Buu. He is also directly responsible for the apparent murder of Gokus father, Bardock, the genocide of the Saiyan race, and the second death of his best friend Krillin, arguably making him Gokus most personal and significant enemy. Frieza also leaves behind a notable legacy following his demise, such as his cells being used for the creation of Cell, his brother Cooler seeking revenge on Goku more than once, and the God of Destruction Bills seeking to challenge Goku because he defeated Frieza."
"Invisible Woman","Susan Sue Storm Richards is a fictional character, a superheroine that appears in comic books published by Marvel Comics. She was the first female superhero created by Marvel in the Silver Age of Comics. Like the other founding members of the Fantastic Four, Sue received her powers after being exposed to a cosmic storm. Her primary power deals with light waves, allowing her to render herself and others invisible. However, she can also project powerful fields of invisible psionic energy which she uses for a variety of offensive and defensive effects. Sue plays a central role in the lives of her brother, her husband, her children, and her close friend Ben Grimm.
An object of infatuation for Doctor Doom and, most notably, Namor the Sub-Mariner, Sues passive invisibility power translated into her frequent deployment as a damsel in distress during the teams early adventures. However, upon developing the ability to project powerful fields of energy, Sue Storm became a more powerful member of the Fantastic Four, and the teams second-in-command with a growing assertive confidence. While Sue operated somewhat in the shadow of her hot-headed brother, Johnny Storm, and her brilliant husband Reed Richards in the early years, she is now the soul of the Fantastic Four and one of the premiere heroes in the Marvel Universe."
"Wally West","The Flash is a fictional character, a superhero that appears in comic books published by DC Comics. He is the first Kid Flash and the third Flash.
On May 6, 2011, IGN ranked Wally West #8 on their list of the Top 100 Super Heroes of All Time, stating that Wally West is one of the DCU’s greatest heroes, even if he doesn’t rank as the original Scarlet Speedster."
Northstar,"Northstar is a fictional character, a superhero who appears in comic books published by Marvel Comics. He is the twin brother of Aurora. Through his mutation, Northstar gains superhuman powers, which he uses for the betterment of society. Although originally a member of Alpha Flight, a fictional team of Canadian superhumans, Northstar is later portrayed as a member of the X-Men. He is one of the first openly gay superheroes in American comic books. He married his partner, Kyle Jinadu, in Astonishing X-Men #51, published June 27, 2012."
"Black Adam","Black Adam is a fictional character created in 1945 by Otto Binder & C. C. Beck. Originally created as a villain for Fawcett Comics Marvel Family, Black Adam was revived as a recurring supervillain after DC Comics began publishing Captain Marvel/Marvel Family stories under the title Shazam! in the 1970s. As originally depicted, Black Adam was a corrupted ancient Egyptian predecessor of Captain Marvel who fought his way to modern times to challenge the hero and his Marvel Family associates. Since the turn of the 21st century, Adam has been redefined by DC writers Jerry Ordway, Geoff Johns, and David S. Goyer as a corrupted antihero attempting to clear his name. Featured roles in comic books series such as JSA, Villains United, Infinite Crisis, and 52 have elevated the character to a level of prominence in DC Comics. In 2009, Black Adam was ranked as IGNs 16th Greatest Comic Book Villain of All Time."
"Himura Kenshin","Himura Kenshin, known as Kenshin Himura in the English-language anime dubs, is a fictional character as well as the main protagonist from the Rurouni Kenshin manga created by Nobuhiro Watsuki, as well as the related media in the franchise. When creating Kenshin, Watsuki designed him to be the physical opposite of Hiko Seijūrō, a character that appears in Watsukis first one-shot manga, Crescent Moon in the Warring States; a character with the same name appears in Rurouni Kenshin as Kenshins swordsmanship teacher.
Kenshins story is set in a fictional version of Japan during the Meiji period. Kenshin is a former legendary assassin known as Hitokiri Battōsai, more properly named Himura Battōsai. At the end of the Bakumatsu, he becomes a wandering samurai, now wielding a sakabatō, a katana that has the cutting edge on the inwardly curved side of the sword, thus being nearly incapable of killing. Kenshin wanders the countryside of Japan offering protection and aid to those in need, as atonement for the murders he once committed as an assassin. In Tokyo, he meets a young woman named Kamiya Kaoru, who invites him to live in her dojo despite learning about Kenshins past. Throughout the series, Kenshin begins to establish lifelong relationships with many people, including ex-enemies, while dealing with his fair share of enemies, new and old. Through these encounters and relationships, Kenshin begins to find true atonement for his past enabling him to fully conquer his Battōsai nature."
"Jimmy Olsen","James Jimmy Bartholomew Olsen is a fictional character who appears mainly in DC Comics’ Superman stories. Olsen is a young photojournalist working for the Daily Planet. He is close friends with Lois Lane, Clark Kent/Superman and Perry White. Olsen looks up to his coworkers as role models and parent figures."
Hawkman,"Hawkman is a fictional character, a superhero who appears in comic books published by DC Comics. Created by writer Gardner Fox and artist Dennis Neville, the original Hawkman first appeared in Flash Comics #1, published by All-American Publications in 1940.
Several incarnations of Hawkman have appeared in DC Comics, all of them characterized by the use of archaic weaponry and by large, artificial wings, attached to a harness made from the special Nth metal that allows flight. Most incarnations of Hawkman work closely with a partner/romantic interest named Hawkgirl or Hawkwoman.
Since DC’s continuity was rewritten in the 1985 series Crisis on Infinite Earths, Hawkman’s history has become muddled with several new versions of the character appearing throughout the years, some associated with ancient Egypt and some with the fictional planet Thanagar. These versions of the character have starred in several series of various durations."
"Talia al Ghul","Talia al Ghul is a fictional character in the DC Comics universe, daughter of the supervillain Ras al Ghul, a love interest of Batman, and the mother of his son Damian Wayne, the fifth Robin. She has appeared in over 200 individual comics issues.
The Talia character was created by writer Dennis ONeil and artist Bob Brown. The characters creation and depiction was inspired by other works of fiction, such as the 1969 James Bond film On Her Majestys Secret Service, and the Fu Manchu fiction. The character first appeared in Detective Comics #411. She is most commonly depicted as a romantic interest for Batman, an antagonist, or a combination of the two. Her father, the leader of a worldwide criminal empire, considered Batman the man most worthy to marry Talia and become his successor. Absent a spouse, Talia was considered as an heir to her father and his organization. While Batman is uninterested in the criminal empire, he has often demonstrated romantic feelings for Talia.
Talia has saved the life of Batman or helped him on numerous occasions. The majority of her criminal acts have been committed at the behest of her father and motivated by loyalty to her father rather than personal gain. She had been depicted as morally ambiguous or an antiheroic figure. Recent depictions have shown her to be more often an enemy of Batman and a supervillainess in her own right, such as leading the League of Assassins, as part of the Secret Society of Super Villains, and as the mastermind behind Leviathan."
Deadshot,"Deadshot is a fictional character, a supervillain who appears in comic books published by DC Comics. He is an enemy of Batman. The character first appears in Batman #59 and was created by Bob Kane, David Vern Reed and Lew Schwartz. He has since become a staple member of both the Suicide Squad and Secret Six.
IGNs list of the Top 100 Comic Book Villains Of All Time ranked Deadshot as #43."
"Buffy Summers","Buffy Anne Summers is a fictional character from Joss Whedons Buffy the Vampire Slayer franchise. She first appeared in the 1992 film Buffy the Vampire Slayer before going on to appear in the television series and subsequent comic book of the same name. The character has also appeared in the spin-off series Angel, as well as numerous non-canon expanded universe material, such as novels, comics, and video games. Buffy was portrayed by Kristy Swanson in the film, and later by Sarah Michelle Gellar in the television series. Giselle Loren has lent her voice to the character in both the Buffy video games and an unproduced animated series.
Buffy is the protagonist of the story, and the series depicts her life and adventures as she grows up. In the film, she is a high school cheerleader who learns that she is the Slayer. The television series shows Buffy carrying out her destiny in a small town built atop a portal to hell, surrounded by a group of friends and family who support her in her mission. In the comic book continuation, she is a young woman who has accepted her duties and is now responsible for training others like her. The character of Buffy was created to subvert the stereotypical female horror film victim; Whedon wanted to create a strong female cultural icon. In 2004, Buffy was ranked at number 13 in Bravos list of The 100 Greatest TV Characters. In June 2010, Entertainment Weekly ranked her third in its list of the 100 Greatest Characters of the Last 20 Years. AOL named her the sixth Most Memorable Female TV Character. She was ranked at No. 5 in AfterEllen.coms Top 50 Favorite Female TV Characters."
"Booster Gold","Booster Gold is a fictional character, a DC Comics superhero created by Dan Jurgens. He first appeared in Booster Gold #1 and has been a member of the Justice League. The character is initially depicted as a glory-seeking showboat from the future, using knowledge of historical events and futuristic technology to stage high-publicity heroics. Booster develops over the course of his publication history and through personal tragedies to become a true hero weighed down by the reputation he created for himself."
"Doctor Fate","Doctor Fate is the name of several fictional characters in the DC Universe who are a succession of sorcerers. The original version of the character was created by writer Gardner Fox and artist Howard Sherman, and first appeared in More Fun Comics #55."
